Date,Source,Start_Hour,End_Hour,Production
3/25/2020,Wind,2,3,6439
5/9/2021,Wind,17,18,11507
7/30/2023,Wind,17,18,12058
7/4/2022,Solar,13,14,5745
7/5/2021,Wind,9,10,4747
2/13/2023,Solar,13,14,6722
9/27/2020,Wind,5,6,11489
8/26/2025,Wind,22,23,2770
1/28/2025,Wind,19,20,19186
9/5/2023,Wind,20,21,1711
6/6/2020,Wind,19,20,7194
9/21/2023,Wind,0,1,11271
1/6/2021,Wind,4,5,1309
6/21/2021,Solar,17,18,4642
4/30/2020,Wind,1,2,6717
12/5/2024,Wind,6,7,11663
8/11/2022,Wind,6,7,4434
4/3/2023,Wind,17,18,10376
10/9/2024,Wind,2,3,11147
11/5/2021,Solar,14,15,3837
2/19/2020,Wind,15,16,7030
3/21/2024,Solar,15,16,6064
5/4/2021,Wind,3,4,13060
7/20/2020,Wind,2,3,2745
4/21/2020,Wind,12,13,5274
9/28/2021,Wind,22,23,5083
11/16/2023,Wind,8,9,8890
11/16/2023,Wind,10,11,10601
9/5/2021,Solar,12,13,4826
10/30/2024,Solar,10,11,4815
10/14/2021,Wind,7,8,1998
11/27/2024,Wind,11,12,18995
7/19/2022,Solar,14,15,11456
3/18/2020,Wind,7,8,920
8/2/2020,Wind,20,21,3476
10/8/2023,Wind,22,23,914
1/18/2021,Wind,0,1,2046
5/1/2023,Wind,5,6,2281
3/27/2023,Solar,13,14,7984
9/12/2024,Wind,17,18,9890
6/27/2021,Solar,11,12,2797
4/29/2023,Solar,10,11,3294
2/14/2020,Wind,20,21,5101
5/28/2020,Wind,20,21,4584
10/23/2020,Wind,21,22,5272
2/9/2021,Wind,11,12,3261
5/18/2020,Solar,17,18,4683
2/16/2020,Wind,5,6,11933
1/17/2021,Wind,5,6,5132
8/22/2020,Wind,15,16,11377
12/2/2023,Wind,15,16,3287
11/19/2024,Wind,6,7,17507
1/20/2022,Wind,23,0,5476
8/12/2021,Wind,4,5,537
4/12/2022,Wind,23,0,2391
9/20/2024,Wind,1,2,6934
7/24/2020,Wind,6,7,1623
7/31/2023,Wind,8,9,10483
5/7/2021,Solar,15,16,5300
6/19/2022,Wind,15,16,12780
4/26/2020,Wind,21,22,507
5/2/2023,Solar,9,10,5328
11/6/2021,Solar,10,11,4862
1/11/2022,Wind,9,10,3441
5/26/2023,Solar,12,13,12036
9/22/2024,Wind,9,10,3944
9/4/2023,Wind,9,10,7654
5/3/2022,Wind,0,1,5334
6/15/2025,Solar,12,13,3841
12/18/2021,Wind,6,7,6087
8/2/2021,Solar,11,12,4320
8/16/2025,Wind,6,7,7143
6/29/2025,Solar,14,15,4565
2/21/2022,Wind,7,8,14866
6/7/2025,Wind,21,22,11062
4/20/2025,Wind,15,16,4558
7/23/2023,Wind,2,3,9075
2/21/2025,Wind,15,16,15714
10/19/2022,Wind,19,20,7944
1/27/2024,Wind,0,1,1873
2/11/2021,Wind,8,9,6113
2/13/2023,Wind,21,22,2677
12/6/2024,Wind,8,9,13192
1/29/2023,Wind,5,6,1135
4/22/2023,Wind,5,6,4828
2/14/2025,Wind,16,17,7129
10/24/2021,Wind,23,0,3283
9/29/2025,Wind,8,9,2578
1/20/2020,Wind,10,11,6095
1/26/2022,Solar,13,14,3768
4/6/2020,Wind,0,1,7724
1/31/2020,Wind,3,4,7998
8/31/2022,Wind,5,6,2234
4/1/2023,Wind,1,2,16915
11/1/2022,Wind,15,16,13662
7/30/2024,Wind,22,23,2503
4/8/2025,Wind,19,20,2749
9/10/2024,Wind,20,21,11651
10/31/2020,Wind,9,10,8194
5/7/2024,Solar,9,10,5090
4/19/2021,Wind,0,1,1780
3/12/2023,Wind,18,19,9795
11/19/2023,Wind,9,10,13588
2/14/2023,Solar,14,15,6281
10/8/2020,Wind,23,0,3679
12/4/2024,Wind,18,19,3938
8/2/2022,Wind,5,6,1216
9/5/2021,Wind,2,3,570
1/3/2024,Wind,20,21,17729
6/2/2023,Solar,11,12,10821
12/5/2024,Wind,14,15,16998
5/29/2022,Wind,2,3,6015
8/3/2023,Wind,17,18,9503
8/31/2020,Solar,11,12,4591
1/27/2021,Wind,13,14,5439
8/1/2020,Wind,8,9,2389
7/13/2021,Wind,5,6,2739
12/5/2021,Wind,4,5,7154
11/4/2022,Wind,20,21,6038
10/10/2022,Solar,11,12,4346
12/8/2023,Wind,6,7,4441
11/19/2023,Wind,23,0,12031
2/19/2024,Wind,22,23,4808
3/11/2024,Wind,18,19,6774
12/2/2022,Wind,21,22,6439
9/15/2024,Solar,13,14,6509
5/13/2025,Solar,12,13,4040
8/16/2024,Wind,3,4,3495
7/4/2022,Solar,18,19,4726
12/17/2021,Wind,22,23,7175
5/3/2022,Wind,17,18,4686
11/1/2022,Wind,19,20,11571
10/23/2025,Wind,1,2,18781
6/2/2020,Wind,7,8,1582
7/30/2023,Wind,6,7,5034
10/18/2024,Wind,10,11,3726
1/24/2021,Wind,17,18,7785
6/7/2024,Solar,18,19,3850
9/17/2022,Wind,6,7,5298
8/1/2023,Wind,14,15,16261
8/9/2024,Wind,2,3,4379
4/1/2025,Wind,0,1,10918
10/12/2020,Wind,8,9,1885
12/29/2021,Wind,17,18,13972
9/20/2025,Wind,13,14,14676
1/20/2023,Wind,11,12,5568
10/16/2025,Wind,3,4,4675
10/24/2024,Wind,9,10,6471
11/19/2021,Wind,20,21,1780
12/16/2021,Wind,12,13,5603
5/8/2022,Wind,7,8,3729
11/18/2024,Wind,8,9,8868
7/22/2024,Wind,3,4,3600
11/10/2021,Solar,9,10,1404
4/30/2021,Wind,21,22,1194
11/15/2024,Wind,23,0,1734
6/4/2021,Wind,5,6,1719
3/16/2020,Wind,22,23,1639
1/20/2022,Wind,20,21,5362
3/12/2022,Wind,7,8,6226
10/29/2025,Wind,18,19,8314
9/26/2021,Wind,5,6,2237
7/8/2022,Solar,15,16,9095
12/4/2021,Wind,0,1,9482
10/13/2023,Wind,23,0,14400
11/18/2023,Wind,22,23,12095
11/7/2023,Wind,6,7,6851
9/2/2022,Wind,19,20,1443
2/23/2024,Wind,9,10,15039
9/5/2020,Wind,4,5,2634
11/1/2025,Wind,6,7,14454
11/18/2025,Wind,19,20,7882
5/27/2021,Solar,17,18,3912
2/11/2021,Wind,15,16,8683
8/31/2022,Wind,20,21,2951
6/21/2023,Solar,15,16,4753
8/30/2022,Wind,22,23,3271
10/11/2021,Wind,20,21,3153
10/7/2023,Wind,23,0,3526
8/27/2020,Wind,23,0,7497
7/22/2021,Solar,9,10,2992
8/1/2024,Wind,1,2,1611
6/1/2021,Wind,21,22,3763
9/21/2021,Solar,14,15,5163
9/9/2024,Wind,5,6,8521
1/31/2025,Wind,12,13,8937
6/3/2025,Wind,6,7,2426
6/25/2021,Solar,12,13,5768
6/18/2022,Wind,7,8,2323
2/26/2023,Wind,18,19,15728
3/11/2022,Wind,21,22,10519
6/1/2022,Solar,17,18,5214
6/19/2022,Wind,7,8,6948
9/8/2022,Wind,10,11,8695
8/2/2022,Wind,1,2,1310
11/26/2024,Wind,1,2,6445
12/13/2023,Wind,6,7,7828
7/12/2025,Wind,20,21,3909
10/16/2022,Wind,18,19,4704
4/12/2020,Wind,21,22,2322
12/25/2023,Wind,16,17,12230
6/18/2021,Wind,17,18,9367
10/18/2023,Wind,1,2,10499
1/12/2022,Solar,11,12,4584
4/29/2023,Wind,22,23,2714
9/21/2021,Wind,23,0,3306
8/8/2023,Solar,12,13,9733
8/1/2021,Wind,4,5,2348
2/10/2020,Wind,21,22,12959
10/31/2020,Wind,4,5,3069
12/31/2024,Wind,17,18,9036
10/28/2023,Wind,4,5,11930
7/19/2025,Wind,1,2,4635
9/15/2023,Wind,19,20,2659
7/12/2021,Wind,7,8,2324
11/28/2020,Wind,13,14,3710
1/10/2023,Wind,14,15,15777
12/13/2021,Wind,1,2,1678
12/23/2021,Wind,13,14,8130
12/13/2024,Wind,9,10,2960
4/19/2022,Wind,3,4,2818
8/30/2023,Wind,23,0,3483
3/14/2023,Wind,22,23,5023
5/6/2022,Wind,18,19,4837
3/23/2025,Wind,8,9,5996
1/16/2022,Wind,3,4,1801
8/26/2023,Wind,0,1,2861
4/17/2025,Wind,3,4,2565
4/10/2025,Solar,10,11,10273
8/23/2021,Wind,21,22,5030
11/21/2023,Wind,15,16,7176
8/18/2024,Wind,19,20,5352
11/4/2024,Wind,3,4,2776
8/7/2021,Wind,2,3,3294
11/27/2022,Wind,15,16,6839
3/27/2021,Wind,2,3,9516
3/12/2022,Wind,22,23,9748
10/17/2025,Wind,5,6,5096
4/10/2025,Solar,17,18,10743
8/21/2022,Wind,0,1,791
2/11/2021,Wind,6,7,5196
3/31/2021,Wind,23,0,1435
6/19/2020,Wind,6,7,1906
2/26/2020,Wind,13,14,13169
10/21/2023,Wind,11,12,20374
11/7/2023,Wind,8,9,8207
7/29/2025,Wind,0,1,3104
2/19/2020,Wind,10,11,7379
4/3/2023,Wind,13,14,11458
2/25/2021,Wind,19,20,1854
2/25/2021,Wind,2,3,5371
9/28/2024,Solar,11,12,8533
2/22/2023,Wind,14,15,3581
3/5/2025,Solar,11,12,9526
9/11/2023,Wind,1,2,2249
12/6/2020,Wind,20,21,1761
10/3/2025,Wind,14,15,11497
11/28/2022,Wind,4,5,4489
5/3/2020,Wind,22,23,705
2/19/2021,Wind,13,14,8744
1/16/2020,Wind,16,17,9123
11/18/2021,Solar,13,14,3746
12/13/2022,Wind,6,7,6219
5/26/2021,Wind,12,13,10892
5/28/2020,Wind,22,23,6074
5/16/2022,Wind,22,23,599
2/8/2021,Wind,10,11,2084
8/25/2022,Solar,12,13,6443
3/12/2024,Wind,0,1,5402
3/8/2022,Wind,21,22,5703
4/6/2025,Wind,22,23,10147
12/1/2023,Wind,21,22,5091
2/1/2024,Wind,13,14,3991
3/19/2021,Wind,5,6,5515
11/22/2020,Wind,2,3,2036
1/29/2023,Wind,6,7,1089
2/3/2020,Wind,23,0,10296
8/22/2025,Wind,22,23,3100
12/30/2023,Wind,21,22,14946
6/14/2020,Wind,6,7,2981
5/20/2025,Solar,11,12,7909
5/27/2021,Solar,19,20,1951
11/28/2024,Solar,12,13,5112
6/12/2025,Wind,20,21,2592
12/2/2021,Wind,4,5,6595
4/6/2023,Wind,1,2,1240
8/29/2022,Wind,21,22,5149
4/22/2024,Wind,2,3,7693
4/7/2022,Wind,21,22,13300
8/17/2020,Wind,8,9,2329
4/8/2020,Wind,0,1,3294
6/27/2022,Wind,2,3,1132
11/8/2022,Wind,13,14,13921
7/27/2024,Wind,1,2,418
8/5/2025,Wind,16,17,7613
5/1/2020,Wind,10,11,8012
6/22/2022,Wind,5,6,3322
1/10/2020,Wind,0,1,9719
2/26/2024,Wind,3,4,9462
8/3/2023,Wind,18,19,7651
11/6/2020,Wind,0,1,7462
5/12/2025,Solar,18,19,4886
2/4/2023,Wind,6,7,2724
9/8/2021,Wind,16,17,5846
2/16/2023,Wind,19,20,7525
5/12/2022,Solar,8,9,1922
11/12/2025,Wind,0,1,13071
7/7/2020,Solar,11,12,4694
3/18/2021,Wind,13,14,6015
8/2/2020,Wind,7,8,2829
1/28/2020,Wind,8,9,12847
10/6/2023,Wind,0,1,1366
6/27/2024,Solar,10,11,5860
8/30/2024,Solar,12,13,8694
11/22/2025,Wind,5,6,4673
1/8/2024,Wind,13,14,11588
8/10/2025,Solar,12,13,4763
4/30/2024,Wind,10,11,6800
9/5/2024,Solar,12,13,7713
6/18/2024,Wind,5,6,2850
8/11/2020,Wind,22,23,1326
11/18/2024,Wind,4,5,9025
3/3/2025,Wind,21,22,4149
6/16/2020,Solar,9,10,2228
11/5/2023,Wind,11,12,19077
7/10/2020,Wind,9,10,4371
10/29/2023,Wind,18,19,12320
6/25/2020,Wind,1,2,3877
11/27/2023,Wind,2,3,7464
9/10/2023,Wind,22,23,2837
3/25/2024,Wind,22,23,8875
11/11/2021,Wind,2,3,1151
9/21/2020,Solar,10,11,1691
1/17/2021,Wind,21,22,2503
6/16/2024,Wind,20,21,3886
5/25/2020,Wind,5,6,2382
9/30/2025,Wind,6,7,1558
2/19/2025,Wind,6,7,8798
11/18/2022,Wind,22,23,3150
1/4/2021,Wind,10,11,2038
6/4/2022,Solar,13,14,5744
12/14/2021,Solar,10,11,2182
6/14/2025,Wind,2,3,5142
7/11/2024,Solar,8,9,2417
3/31/2025,Solar,13,14,12362
1/6/2025,Wind,6,7,18722
12/16/2021,Wind,8,9,2732
6/12/2021,Wind,22,23,2432
7/9/2020,Wind,17,18,6646
2/18/2022,Wind,18,19,13238
2/13/2021,Wind,14,15,9991
12/16/2021,Wind,7,8,2497
12/15/2024,Wind,8,9,6048
7/10/2021,Solar,10,11,3276
11/29/2025,Wind,18,19,10196
2/10/2021,Wind,21,22,4420
7/29/2024,Solar,12,13,10129
1/20/2023,Wind,9,10,3401
9/10/2022,Solar,16,17,7701
12/23/2022,Wind,16,17,15011
12/9/2023,Wind,4,5,9880
3/19/2023,Wind,16,17,6813
11/30/2020,Wind,4,5,1329
5/24/2021,Wind,4,5,8666
1/27/2022,Wind,9,10,5055
10/19/2022,Wind,0,1,5532
1/17/2023,Wind,19,20,4973
10/13/2025,Wind,18,19,7387
5/1/2025,Solar,12,13,5191
7/2/2020,Wind,21,22,3656
5/14/2022,Solar,11,12,5901
9/4/2024,Wind,1,2,1022
5/16/2021,Wind,3,4,4872
2/24/2022,Wind,9,10,9070
11/6/2025,Wind,3,4,8939
1/28/2023,Wind,17,18,3752
4/5/2023,Wind,1,2,2623
3/8/2024,Wind,18,19,9798
9/9/2022,Wind,5,6,8652
6/23/2025,Wind,11,12,7643
3/4/2024,Wind,2,3,3900
2/21/2025,Wind,8,9,13537
10/31/2023,Wind,10,11,9320
8/11/2024,Wind,2,3,3520
12/12/2023,Wind,14,15,11858
1/18/2021,Wind,6,7,2493
8/3/2024,Wind,4,5,3502
5/17/2025,Solar,9,10,6696
11/14/2021,Wind,18,19,4424
6/20/2023,Wind,4,5,3307
3/21/2022,Wind,7,8,4387
4/19/2020,Wind,13,14,3115
7/6/2024,Wind,4,5,8305
5/14/2023,Wind,23,0,4043
12/19/2022,Wind,2,3,12288
9/23/2020,Wind,14,15,8545
4/20/2024,Wind,4,5,6904
7/21/2020,Wind,21,22,4406
4/25/2020,Wind,3,4,1779
6/10/2023,Wind,4,5,2713
2/11/2024,Wind,17,18,12006
7/6/2022,Solar,12,13,7683
2/5/2022,Wind,19,20,9947
5/28/2020,Wind,23,0,6736
9/17/2025,Wind,2,3,2575
8/8/2025,Solar,8,9,3228
3/9/2020,Wind,22,23,8872
3/11/2024,Wind,21,22,6066
5/14/2025,Solar,17,18,7679
2/4/2020,Wind,1,2,10533
8/11/2020,Solar,18,19,2040
10/13/2023,Wind,17,18,15965
6/16/2022,Solar,19,20,1895
12/8/2020,Wind,8,9,2188
3/29/2021,Solar,14,15,5986
6/15/2025,Solar,9,10,3778
1/20/2024,Solar,12,13,6835
2/17/2025,Wind,23,0,3993
12/3/2021,Wind,7,8,6171
5/30/2023,Wind,8,9,9640
2/3/2020,Wind,15,16,8538
1/22/2025,Wind,12,13,6417
12/27/2021,Wind,21,22,12569
11/8/2020,Wind,11,12,3996
9/20/2023,Wind,21,22,10365
3/11/2024,Wind,17,18,8030
7/16/2024,Wind,9,10,11662
3/26/2025,Wind,19,20,3745
2/18/2023,Wind,1,2,5595
7/18/2024,Solar,16,17,7212
5/8/2020,Wind,4,5,2082
9/18/2023,Wind,16,17,14252
8/10/2023,Solar,12,13,7330
9/7/2020,Wind,19,20,2004
10/3/2020,Wind,16,17,6727
5/26/2021,Wind,2,3,5529
1/23/2022,Wind,4,5,1749
6/14/2022,Solar,9,10,4214
1/20/2021,Wind,9,10,12999
4/1/2025,Wind,6,7,10967
2/15/2020,Wind,12,13,11448
3/24/2022,Solar,10,11,5742
9/5/2025,Wind,1,2,4105
1/12/2023,Wind,12,13,18306
11/6/2022,Wind,19,20,11005
3/8/2022,Wind,17,18,3785
12/24/2020,Wind,22,23,7846
9/10/2020,Solar,15,16,2992
4/28/2024,Wind,1,2,10254
5/9/2020,Wind,0,1,2676
12/3/2020,Wind,12,13,9711
7/20/2024,Wind,0,1,1818
8/10/2021,Wind,0,1,1225
4/25/2024,Solar,14,15,7534
10/12/2021,Wind,19,20,3353
6/13/2020,Wind,11,12,4955
7/31/2023,Wind,7,8,9176
2/7/2020,Wind,15,16,5046
4/8/2025,Wind,3,4,2900
10/29/2022,Wind,16,17,6799
3/17/2020,Solar,13,14,2613
7/16/2025,Wind,19,20,7811
11/9/2025,Wind,21,22,5570
8/15/2021,Wind,18,19,8013
8/31/2020,Wind,8,9,2550
2/10/2020,Wind,7,8,11091
3/20/2022,Wind,3,4,5262
2/16/2022,Wind,6,7,14791
10/17/2022,Wind,22,23,1822
3/28/2025,Wind,2,3,2114
6/7/2020,Wind,1,2,3654
8/17/2020,Wind,5,6,1922
4/22/2025,Solar,8,9,2305
9/6/2021,Wind,3,4,1319
9/4/2024,Wind,0,1,1181
1/20/2025,Wind,20,21,1179
7/13/2020,Solar,13,14,4705
6/3/2021,Solar,15,16,3805
4/9/2025,Wind,8,9,5564
7/25/2024,Solar,15,16,9796
9/13/2020,Wind,21,22,1634
7/18/2024,Wind,3,4,2282
6/16/2024,Wind,11,12,7228
1/15/2025,Wind,7,8,2998
4/12/2023,Wind,10,11,11551
9/30/2023,Solar,15,16,6238
10/31/2025,Wind,12,13,13978
2/20/2025,Wind,15,16,10442
12/7/2021,Wind,4,5,5875
12/19/2021,Wind,2,3,3858
9/11/2021,Wind,6,7,1304
7/13/2022,Wind,3,4,1284
7/26/2025,Wind,1,2,2898
5/6/2025,Wind,13,14,15086
12/20/2022,Wind,7,8,13290
8/28/2020,Wind,23,0,2992
1/20/2023,Wind,7,8,2459
2/19/2024,Wind,20,21,5970
6/26/2021,Solar,13,14,4853
5/29/2024,Wind,15,16,11061
6/13/2021,Wind,2,3,3335
8/26/2024,Wind,2,3,2474
6/10/2021,Wind,20,21,1433
9/12/2020,Wind,21,22,1498
2/14/2022,Wind,2,3,13708
7/14/2022,Solar,15,16,9365
9/1/2022,Wind,2,3,3710
7/25/2023,Wind,8,9,6136
6/27/2025,Solar,15,16,11359
5/26/2024,Wind,3,4,4941
4/4/2022,Wind,0,1,1493
10/24/2021,Wind,3,4,4122
11/11/2021,Wind,21,22,870
12/15/2020,Wind,3,4,4872
1/8/2022,Wind,17,18,15073
7/23/2020,Wind,22,23,1571
7/18/2020,Wind,22,23,1461
12/12/2021,Wind,16,17,2570
4/5/2022,Wind,9,10,6905
7/17/2023,Wind,5,6,2324
4/20/2020,Wind,7,8,5618
1/18/2021,Wind,7,8,2566
8/24/2021,Wind,18,19,11067
1/28/2021,Wind,8,9,13948
2/27/2020,Wind,21,22,7033
5/4/2025,Wind,15,16,7299
9/1/2020,Solar,9,10,2103
11/11/2024,Wind,7,8,3528
10/24/2021,Solar,11,12,6109
11/11/2022,Wind,5,6,3169
1/8/2020,Wind,1,2,5852
1/13/2021,Wind,4,5,3236
8/10/2021,Solar,14,15,5787
4/2/2025,Wind,2,3,15114
3/1/2021,Wind,17,18,3239
11/30/2022,Wind,9,10,2060
1/14/2020,Wind,18,19,12733
10/12/2020,Solar,10,11,3235
3/29/2024,Wind,20,21,5982
10/12/2025,Solar,15,16,11438
12/21/2020,Wind,3,4,6804
9/16/2024,Solar,15,16,10670
4/7/2023,Solar,12,13,7303
7/21/2024,Wind,16,17,8390
10/31/2024,Solar,13,14,4724
2/21/2020,Wind,13,14,8359
9/1/2021,Wind,19,20,6601
3/10/2024,Wind,20,21,1487
8/12/2020,Wind,16,17,3514
8/26/2023,Wind,4,5,3719
3/2/2022,Wind,9,10,3208
1/3/2022,Wind,8,9,9363
2/13/2025,Solar,11,12,4235
4/10/2024,Wind,8,9,3966
3/22/2021,Wind,19,20,2676
1/10/2025,Wind,10,11,5399
10/6/2023,Solar,15,16,6868
4/29/2024,Solar,15,16,7027
7/13/2024,Wind,5,6,896
11/14/2021,Wind,15,16,4245
12/10/2023,Wind,10,11,14883
6/13/2022,Wind,19,20,2895
9/21/2024,Wind,7,8,3743
7/9/2025,Wind,2,3,1777
8/18/2024,Solar,13,14,10781
2/3/2023,Wind,7,8,6517
12/12/2021,Wind,17,18,2137
5/10/2021,Wind,1,2,7851
6/24/2022,Wind,20,21,6156
3/17/2020,Wind,3,4,1308
7/24/2024,Solar,8,9,2606
10/27/2023,Wind,3,4,8707
8/17/2025,Solar,10,11,9267
9/17/2020,Wind,16,17,8119
9/30/2025,Wind,5,6,1392
10/3/2024,Wind,7,8,7039
3/28/2021,Wind,7,8,3564
7/17/2025,Wind,23,0,1610
2/26/2022,Solar,10,11,7670
7/3/2025,Solar,15,16,9564
3/7/2025,Wind,18,19,5888
8/8/2024,Wind,4,5,1215
9/23/2023,Wind,8,9,3488
4/28/2021,Solar,11,12,2519
9/10/2022,Solar,14,15,8766
3/31/2025,Wind,8,9,5433
7/16/2024,Wind,4,5,8021
8/20/2025,Wind,11,12,7286
1/6/2023,Wind,13,14,8675
8/17/2023,Wind,20,21,1803
3/15/2024,Wind,5,6,9919
12/4/2020,Wind,0,1,12195
12/21/2021,Wind,4,5,2850
6/9/2024,Wind,22,23,5084
6/14/2022,Solar,8,9,3413
8/27/2023,Wind,6,7,2812
1/6/2025,Wind,12,13,18898
3/6/2020,Wind,20,21,4508
12/30/2021,Wind,12,13,9277
12/6/2022,Wind,6,7,1632
6/21/2024,Wind,1,2,1325
2/1/2025,Wind,21,22,4191
7/14/2020,Wind,18,19,4409
7/1/2020,Wind,19,20,5201
3/21/2023,Wind,22,23,8110
4/14/2025,Solar,8,9,2139
2/27/2022,Wind,12,13,10044
11/5/2020,Wind,13,14,6887
3/10/2020,Wind,5,6,12041
6/1/2025,Solar,17,18,3175
1/26/2025,Wind,2,3,9972
4/30/2020,Wind,13,14,11987
12/14/2024,Wind,2,3,1157
4/15/2025,Wind,15,16,7968
10/30/2020,Wind,2,3,7489
2/8/2021,Wind,0,1,1406
3/9/2022,Wind,4,5,3581
2/22/2022,Wind,15,16,14388
1/16/2024,Wind,19,20,3128
11/30/2023,Wind,11,12,2419
1/21/2022,Wind,14,15,6986
10/13/2022,Wind,2,3,1361
6/17/2022,Wind,23,0,1592
11/17/2024,Wind,6,7,3941
7/18/2020,Wind,2,3,1339
9/25/2024,Wind,8,9,5967
3/29/2022,Wind,5,6,2891
6/17/2020,Wind,19,20,2095
6/29/2024,Wind,18,19,6554
10/30/2020,Wind,10,11,7419
2/19/2021,Wind,19,20,7404
1/1/2024,Wind,4,5,8838
12/27/2022,Wind,6,7,4019
11/1/2021,Wind,10,11,10079
8/28/2020,Wind,21,22,3247
8/27/2020,Wind,19,20,6475
10/5/2022,Wind,20,21,7845
2/6/2020,Wind,4,5,2972
2/9/2024,Wind,11,12,13564
5/17/2024,Wind,23,0,679
4/8/2021,Solar,10,11,3570
11/4/2025,Wind,1,2,8203
11/18/2022,Wind,6,7,7697
3/24/2020,Wind,6,7,5924
2/24/2020,Wind,3,4,3562
9/9/2020,Wind,0,1,935
8/3/2025,Solar,12,13,6177
1/24/2023,Wind,18,19,2989
10/31/2020,Wind,3,4,2492
8/14/2024,Solar,14,15,6071
4/27/2024,Wind,15,16,11873
4/26/2024,Wind,23,0,4435
5/11/2020,Wind,1,2,9243
7/2/2022,Wind,6,7,1275
11/2/2023,Wind,15,16,15875
8/15/2021,Wind,16,17,8032
7/10/2020,Wind,16,17,5447
2/18/2020,Wind,9,10,8247
1/17/2025,Wind,2,3,2010
9/29/2025,Solar,14,15,9018
2/10/2025,Wind,3,4,3590
11/2/2024,Wind,0,1,1203
1/7/2023,Wind,20,21,14522
12/30/2022,Wind,7,8,13456
2/29/2020,Wind,23,0,11760
3/17/2021,Wind,20,21,5952
4/15/2025,Wind,20,21,9714
6/20/2023,Wind,20,21,1917
2/20/2021,Wind,17,18,12274
5/25/2022,Wind,19,20,8041
12/27/2021,Wind,8,9,7212
10/20/2024,Wind,1,2,3018
5/14/2025,Wind,21,22,6080
2/20/2022,Wind,12,13,17314
4/18/2021,Wind,1,2,4779
1/30/2024,Wind,0,1,8113
2/7/2021,Wind,1,2,5123
10/31/2025,Wind,6,7,9628
7/3/2025,Wind,7,8,4571
5/26/2022,Wind,21,22,4299
4/9/2024,Wind,5,6,9097
8/13/2020,Wind,14,15,4931
10/31/2024,Wind,19,20,1060
4/25/2025,Solar,14,15,10245
12/11/2024,Wind,13,14,7435
5/20/2022,Wind,7,8,3605
5/31/2020,Wind,11,12,8533
12/21/2024,Wind,7,8,7750
11/1/2022,Wind,9,10,11756
6/12/2022,Wind,3,4,3211
1/3/2022,Wind,18,19,7791
8/13/2025,Wind,18,19,3943
7/6/2021,Wind,5,6,9578
10/12/2025,Solar,13,14,12629
6/7/2024,Wind,21,22,1472
12/9/2022,Wind,12,13,3667
3/15/2021,Wind,20,21,5856
2/8/2023,Solar,13,14,6888
7/9/2022,Solar,10,11,5963
3/2/2025,Solar,15,16,9877
7/16/2023,Wind,6,7,5414
1/6/2022,Wind,9,10,2549
8/29/2022,Wind,9,10,4856
4/21/2025,Wind,2,3,4052
8/14/2025,Wind,2,3,2821
11/2/2023,Wind,17,18,15676
5/2/2024,Wind,10,11,9667
8/3/2023,Wind,10,11,12494
3/5/2020,Wind,0,1,5038
1/6/2024,Wind,19,20,8024
5/19/2022,Wind,6,7,3839
1/28/2024,Wind,8,9,9911
1/23/2021,Wind,9,10,6788
1/5/2024,Wind,3,4,11144
3/29/2020,Wind,17,18,13938
11/13/2020,Wind,14,15,5605
8/30/2025,Wind,4,5,4869
8/17/2022,Wind,19,20,2033
5/31/2022,Solar,8,9,1676
10/18/2022,Wind,9,10,3002
12/3/2020,Wind,8,9,5211
1/11/2022,Solar,13,14,5143
2/24/2022,Wind,3,4,4329
9/2/2021,Wind,9,10,5745
9/10/2020,Wind,0,1,1794
5/2/2022,Solar,11,12,6127
3/8/2025,Wind,5,6,10697
10/16/2024,Wind,1,2,11010
7/17/2025,Wind,20,21,1801
12/1/2023,Wind,10,11,3234
11/12/2023,Wind,14,15,9888
9/3/2023,Wind,18,19,6935
1/17/2022,Solar,15,16,2716
4/26/2023,Wind,8,9,2693
4/1/2021,Wind,17,18,6463
5/28/2023,Solar,9,10,5108
3/27/2022,Solar,14,15,6871
4/13/2025,Wind,2,3,9132
10/18/2021,Wind,21,22,4845
9/9/2022,Wind,22,23,5803
11/14/2025,Wind,6,7,12793
2/27/2020,Wind,3,4,5876
7/7/2020,Solar,13,14,5278
12/18/2023,Wind,15,16,3980
9/28/2023,Wind,1,2,4548
6/28/2024,Wind,7,8,2990
10/20/2020,Wind,5,6,9659
4/27/2021,Wind,3,4,4738
4/6/2024,Wind,15,16,8363
4/28/2021,Wind,16,17,4670
10/2/2025,Solar,17,18,4982
9/14/2020,Solar,14,15,5167
6/24/2023,Wind,6,7,2771
10/21/2020,Wind,11,12,15183
8/1/2025,Wind,17,18,11333
2/23/2022,Wind,23,0,3212
7/24/2021,Solar,12,13,5662
12/10/2023,Wind,4,5,14688
4/19/2020,Wind,5,6,2422
4/24/2021,Wind,3,4,7172
4/21/2020,Wind,9,10,5012
10/12/2023,Wind,16,17,8100
11/16/2025,Wind,2,3,2155
1/7/2022,Wind,13,14,12803
11/16/2023,Wind,5,6,4723
6/18/2020,Wind,1,2,1643
8/3/2024,Wind,6,7,2972
6/24/2024,Solar,8,9,4072
5/18/2023,Wind,16,17,9570
4/24/2020,Solar,17,18,3015
9/19/2024,Wind,23,0,8303
12/18/2021,Wind,18,19,6095
8/9/2024,Wind,8,9,6545
1/31/2025,Wind,14,15,9041
3/28/2021,Solar,15,16,6562
6/8/2024,Wind,20,21,3640
10/16/2024,Wind,19,20,10396
